week,cell_production_gwh,oem_production_k,market_demand_gwh,total_backlog_k,price_signal,oem_chinese_oem_k,oem_us_oem_k,oem_german_oem_k,oem_korean_oem_k,oem_japanese_oem_k,stock_lithium_wk,stock_cobalt_wk,stock_graphite_wk,stock_ree_wk,stock_sic_wafer_wk,stock_cells_wk,stock_harness_wk,t1_battery_pack_k,t1_inverter_k,t1_motor_k,t1_harness_k,scenario
12,15.809655017230403,261.14716921216007,16.861324230065403,0.0,0.9998632004135991,156.68830152729603,33.94913199758081,31.337660305459206,20.891773536972806,18.280301844851206,4.00090639329873,6.001257560967572,4.00090639329873,7.999158319117666,11.99880653209683,4.001367943707498,2.7601250396067027,269.32054843716736,269.2194492244901,269.2084035366057,269.2307692307692,china_ree_restriction
13,15.809716577785688,262.4585109162585,16.945758254975676,0.0,0.9998600688438455,157.47510654975508,34.1196064191136,31.495021309951017,20.99668087330068,18.372095764138095,4.0009243200675035,6.001291052597479,4.0009243200675035,7.999130302491919,11.998736993481643,4.001397401706513,2.7852820170008727,269.32284236492774,269.2187197952084,269.20754207565096,269.2307692307692,china_ree_restriction
14,15.80977048857534,263.77728398333676,17.0306661450517,0.0,0.9998575391622035,158.26637039000204,34.29104691783378,31.65327407800041,21.102182718666942,18.464409878833575,4.0009388369191585,6.001320382420883,4.0009388369191585,7.999105157898544,11.998670062862582,4.001422907989434,2.805540134561915,269.3248251148615,269.2180177226512,269.20676892453656,269.2307692307692,china_ree_restriction
15,15.809817700190436,265.10348509822586,17.116048015209994,0.0,0.9998555332972514,159.06209105893552,34.46345306276936,31.8124182117871,21.20827880785807,18.557243956875812,4.0009503675839,6.00134606760083,4.0009503675839,7.999082590920574,11.998605642428615,4.001445026370538,2.8208717992444687,269.3265418839042,269.21734198082413,269.20607503046944,269.2307692307692,china_ree_restriction
16,15.809859045097719,266.4371165003167,17.20190429531751,0.0,0.9998539830898355,159.86226990019,34.63682514504117,31.972453980038,21.314969320025334,18.65059815502217,4.000959283137491,6.001368561035577,4.000959283137491,7.999062337322233,11.99854363803704,4.001464232419843,2.831249409684485,269.3280306210939,269.216691582212,269.2054522686735,269.2307692307692,china_ree_restriction
17,15.809895252318231,267.7781853325705,17.288235693443323,0.0,0.9998528290440176,160.66691119954228,34.81116409323417,32.13338223990846,21.42225482660564,18.744472973279937,4.000965908544307,6.0013882593444,4.000965908544307,7.999044159955004,11.998483959075912,4.001480928972525,2.8366453379838865,269.32932333595096,269.2160655763355,269.2048933472578,269.2307692307692,china_ree_restriction
18,15.809926960281874,269.1267030698721,17.37504316359156,0.0,0.9998520192349452,161.47602184192326,34.98647139908338,32.29520436838465,21.53013624558977,18.83886921489105,4.000970528387326,6.001405509861042,4.000970528387326,7.999027845980877,11.998426518331623,4.001495458575566,2.83703191361872,269.33044714238144,269.21546304836255,269.20439172183524,269.2307692307692,china_ree_restriction
19,15.809954728084655,270.4826850170882,17.46232787737139,0.0,0.9998515083539454,162.2896110102529,35.16274905222147,32.45792220205058,21.63861480136706,18.933787951196177,4.000973391886083,6.001420616758143,4.000973391886083,7.9990132043802245,11.998371231861448,4.001508113535976,2.832381409211889,269.3314250964323,269.2148831177712,269.20394151889536,269.2307692307692,china_ree_restriction
20,15.809979045347037,271.84614986836425,17.55009119912586,0.0,0.9998512568736264,163.10768992101853,35.33999948288735,32.62153798420371,21.74769198946914,19.029230490785498,4.0009747172910775,6.001433846410607,4.0009747172910775,7.999000063715176,11.998318018870874,4.001519144081492,2.8226660279429625,269.33227687261376,269.2143249370627,269.2035374670312,269.2307692307692,china_ree_restriction
21,15.810000340847228,273.21711932022515,17.638334664099602,0.0,0.9998512303179214,163.93027159213509,35.51822551162927,32.78605431842702,21.857369545618013,19.12519835241576,4.000974695732113,6.001445432092508,4.000974695732113,7.998988270122245,11.998266801595527,4.001528765027963,2.8078578923952064,269.3330193131773,269.21378769052325,269.2031748352169,269.2307692307692,china_ree_restriction
22,15.81001899008173,274.5956177319474,17.727059959276485,0.0,0.9998513986239118,164.75737063916844,35.69743030515316,32.95147412783369,21.967649418555794,19.22169324123632,4.000973494588424,6.001455578090332,4.000973494588424,7.998977685510759,11.998217505187533,4.00153716125875,2.787929034664232,269.33366687688215,269.2132705930318,269.20284937741195,269.2307692307692,china_ree_restriction
23,15.810035321886303,275.9816718274616,17.816268906562893,0.0,0.999851735583906,165.58900309647694,35.87761733757001,33.11780061929539,22.07853374619693,19.31871702792231,4.000971260440018,6.001464463305093,4.000971260440018,7.998968185945956,11.998170057606133,4.00154449225359,2.7628513875739933,269.3342320078005,269.21277288891264,269.20255728284496,269.2307692307692,china_ree_restriction
24,15.810046034509227,277.3753104337456,17.905963448031873,0.0,0.9998522183577071,166.42518626024736,36.05879035638693,33.28503725204947,22.19002483469965,19.416271730362194,4.000968348706354,6.001472616017443,4.000968348706354,7.998959660197838,11.998124389512407,4.001550668798352,2.732596776864571,269.33472544014546,269.21229385083114,269.2022951313932,269.2307692307692,china_ree_restriction
25,15.810053222653222,278.77656425127554,17.996145869675438,0.0,0.999852783202052,167.26593855076533,36.24095335266582,33.45318771015307,22.302125140102046,19.51435949758929,4.000964982314626,6.00148037004684,4.000964982314626,7.998952008438787,11.998080434167939,4.001555756466023,2.6971369142326753,269.3351411691198,269.21183277873104,269.20205985353647,269.2307692307692,china_ree_restriction
26,15.810059634748384,280.1854693378334,18.086818677468276,0.0,0.9998533907904517,168.11128160270005,36.42411101391834,33.62225632054001,22.414837547026675,19.61298285364834,4.0009612103507814,6.00148778883777,4.0009612103507814,7.9989451410746835,11.998038127337288,4.001559978283972,2.6564433774308025,269.33548360829,269.21138899881095,269.2018486944165,269.2307692307692,china_ree_restriction
27,15.810065377747819,281.602065179354,18.177984424029248,0.0,0.9998540345634539,168.96123910761239,36.608268473316016,33.79224782152248,22.52816521434832,19.71214456255478,4.000957075135865,6.001494927451071,4.000957075135865,7.998938977695857,11.997997407194124,4.001563508309327,2.6104875975326425,269.33576776911355,269.21096186254,269.20165918158017,269.2307692307692,china_ree_restriction
28,15.810070544273573,283.02639199139264,18.269645704056405,0.0,0.9998547089636892,169.81583519483559,36.793430958881046,33.963167038967114,22.64211135931141,19.811847439397486,4.000952613132476,6.0015018336922665,4.000952613132476,7.998933446135569,11.997958214230863,4.00156648296032,2.5592408562227487,269.33600536697395,269.2105507457099,269.2014890960299,269.2307692307692,china_ree_restriction
29,15.810075214542577,284.45849064811694,18.361805150391614,0.0,0.9998554092940231,170.67509438887015,36.979603784255204,34.13501887777403,22.756679251849356,19.91209434536819,4.000947855729404,6.001508549088341,4.000947855729404,7.998928481625015,11.997920491171714,4.00156900963771,2.502674283349986,269.3362055838677,269.2101550475232,269.20133644624116,269.2307692307692,china_ree_restriction
30,15.81007557330158,285.89840262109465,18.45446543063042,0.0,0.9998561315954064,171.53904157265677,37.166792340742305,34.30780831453136,22.871872209687574,20.012888183476626,4.000943075634427,6.001515491775751,4.000943075634427,7.998924026034954,11.99788418288897,4.0015709275835265,2.4407588547083607,269.336375648692,269.2097741897144,269.2011994448442,269.2307692307692,china_ree_restriction
31,15.810075342263385,287.34616992656413,18.547629503544954,0.0,0.9998568259315922,172.40770195593848,37.35500209045334,34.48154039118769,22.98769359412513,20.11423189485949,4.000938310152872,6.0015227281358925,4.000938310152872,7.9989200271950756,11.997849236322455,4.001572351616101,2.373465390013729,269.3365047411989,269.20940761570597,269.2010764876954,269.2307692307692,china_ree_restriction
32,15.8100753670439,288.8018391182033,18.641300380485433,0.0,0.9998574862977376,173.28110347092198,37.54423908536643,34.6562206941844,23.104147129456265,20.216128738274232,4.000933543103922,6.001530243673546,4.000933543103922,7.998916438283134,11.997815600401973,4.0015734213464995,2.3007645360485203,269.33660058954524,269.20905478979404,269.20096613509486,269.2307692307692,china_ree_restriction
33,15.810075616078407,290.26545757229246,18.73548107052867,0.0,0.9998581166229072,174.15927454337546,37.734509484398025,34.83185490867509,23.221236605783396,20.318582030060476,4.000928760303264,6.001538026528293,4.000928760303264,7.998913217276712,11.997783225972679,4.001574239500101,2.222626763606012,269.33667259062975,269.2087151963661,269.20086709492875,269.2307692307692,china_ree_restriction
34,15.810076062382473,291.7370726336801,18.8301745826904,0.0,0.9998587203710411,175.04224358020807,37.92581944237841,35.00844871604161,23.338965810694408,20.42159508435761,4.000923949273379,6.001546067112874,4.000923949273379,7.998910326461185,11.997752065723246,4.001574881424143,2.1390223676070863,269.33672765866066,269.20838833914723,269.20077820754,269.2307692307692,china_ree_restriction
35,15.810076682904075,293.2167316502361,18.925383927862505,0.0,0.9998593006020369,175.93003899014167,38.11817511453069,35.186007798028335,23.45733853201889,20.52517121551653,4.0009190989948165,6.001554357803125,4.0009190989948165,7.998907731988117,11.997722074116727,4.001575402178318,2.0499214670890074,269.3367708650866,269.2080737404751,269.20069843215,269.2307692307692,china_ree_restriction
36,15.810077457967711,294.7044820030253,19.021112120511383,0.0,0.9998598600245932,176.82268920181517,38.31158266039329,35.364537840363035,23.576358560242024,20.629313740211774,4.000914199692621,6.001562892672195,4.000914199692621,7.998905403478934,11.997693207324001,4.001575841818256,1.9552940050821128,269.33680591584834,269.20777094060156,269.2006268346721,269.2307692307692,china_ree_restriction
37,15.810078370797461,296.1538461538462,19.117362180168577,0.04652497891726881,0.9998604010419463,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000909242652934,6.001571667262738,4.000909242652934,7.9989033136692225,11.997665423159733,4.0015762293284824,1.8552825752044124,269.336835506998,269.20747949702115,269.2005625767745,269.2307692307692,china_ree_restriction
38,15.81007940710775,296.1538461538462,19.214137132740962,1.597125388113536,0.9998609257914768,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000904220065474,6.001580678391731,4.000904220065474,7.998901438089489,11.997638681020712,4.001576585546633,1.7552711453267122,269.3368615894171,269.20719898382424,269.2005049060641,269.2307692307692,china_ree_restriction
39,15.810080554752275,296.1538461538462,19.31144001166394,4.660035155014189,0.9998614361790154,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000899124888226,6.001589923983259,4.000899124888226,7.998899754778654,11.997612941826528,4.001576925334697,1.655259715449012,269.3368855656388,269.2069289910745,269.20045314727724,269.2307692307692,china_ree_restriction
40,15.810081803422785,296.1538461538462,19.409273858917985,9.243535955195888,0.9998619339085805,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000893950731188,6.001599402925332,4.000893950731188,7.998898244026899,11.997588167962448,4.0015772591886005,1.5552482855713117,269.3369084359892,269.2066691242101,269.2004066943725,269.2307692307692,china_ree_restriction
41,15.810083144390646,296.1538461538462,19.50764172592635,15.355957349502088,0.9998624205081649,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.0008886917564475,6.001609114947311,4.0008886917564475,7.998896888144898,11.997564323224458,4.001577594429218,1.4552368556936115,269.33693090692503,269.20641900346703,269.2003650034346,269.2307692307692,china_ree_restriction
42,15.810084570285165,296.1538461538462,19.606546674349165,23.00567693515667,0.9998628973521075,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.0008833425923,6.001619060515036,4.0008833425923,7.998895671256688,11.997541372766346,4.001577936081708,1.3552254258159113,269.3369534711974,269.20617826332386,269.20032758630634,269.2307692307692,china_ree_restriction
43,15.810086074903401,296.1538461538462,19.70599177678729,32.20112050926487,0.9998633656805191,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000877898259384,6.001629240741142,4.000877898259384,7.998894579113774,11.997519283048783,4.001578287523092,1.255213995938211,269.336976467038,269.20594655196794,269.20029400487203,269.2307692307692,china_ree_restriction
44,15.810087653047024,296.1538461538462,19.805980117407525,42.950762243297646,0.9998638266161544,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000872354107138,6.00163965730842,4.000872354107138,7.998893598928305,11.99749802179031,4.001578650957659,1.1552025660605107,269.33700012174654,269.205723530781,269.20026386592815,269.2307692307692,china_ree_restriction
45,15.810089300382405,296.1538461538462,19.906514792499088,55.26312486733403,0.9998642811790801,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000866705759105,6.0016503124043785,4.000866705759105,7.99889271922333,11.99747755792016,4.001579027764735,1.0551911361828106,269.33702458368856,269.2055088738445,269.20023681657915,269.2307692307692,china_ree_restriction
46,15.810091013320585,296.1538461538462,20.007598910970184,69.14677986299391,0.9998647302994359,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000860949065835,6.001661208665415,4.000860949065835,7.998891929698423,11.997457861532853,4.001579418751946,0.9551797063051103,269.3370499457033,269.20530226746314,269.2002125401054,269.2307692307692,china_ree_restriction
47,15.810092788914346,296.1538461538462,20.10923559479221,84.61034766412853,0.9998651748285421,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000855080064295,6.001672349129253,4.000855080064295,7.9988912211090675,11.997438903844492,4.0015798243386715,0.85516827642741,269.33707626215016,269.2051034097067,269.20019075225457,269.2307692307692,china_ree_restriction
48,15.810094624769967,296.1538461538462,20.21142797939807,101.66249786445331,0.9998656155485781,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000849094942855,6.001683737194464,4.000849094942855,7.998890585158422,11.997420657150702,4.001580244688082,0.7551568465497096,269.33710356125675,269.20491200996844,269.2001711979137,269.2307692307692,china_ree_restriction
49,15.810096518971532,296.1538461538462,20.314179214040465,120.31194943141034,0.9998660531810233,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000842990011069,6.001695376586094,4.000842990011069,7.998890014400169,11.997403094786138,4.001580679801391,0.6551454166720091,269.3371318540055,269.2047277885407,269.20015364812184,269.2307692307692,china_ree_restriction
50,15.810098470016072,296.1538461538462,20.417492462114968,140.56747092563617,0.9998664883940237,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000836761673557,6.001707271326516,4.000836761673557,7.998889502151323,11.997386191085521,4.00158112958444,0.5551339867943087,269.3371611404782,269.2045504762062,269.20013789738925,269.2307692307692,china_ree_restriction
51,15.810100476757949,296.1538461538462,20.52137090145233,162.43788072548898,0.9998669218088303,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000830406407399,6.0017194257107915,4.000830406407399,7.998889042413985,11.99736992134613,4.00158159389414,0.4551225569166082,269.33719141433727,269.20437981384424,269.2001237612913,269.2307692307692,china_ree_restriction
52,15.810102538361207,296.1538461538462,20.62581772458366,185.93204725615436,0.9998673540054284,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000823920742554,6.0017318442859,4.000823920742554,7.658888629805111,11.9973542617917,4.001582072570284,0.35511112703890774,269.33722266595174,269.2042155520523,269.200111074309,269.2307692307692,china_ree_restriction
53,15.81010465425875,296.1538461538462,20.68941847440613,211.05888922290933,1.006527640296852,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.0008173012448465,6.001744531833294,4.0008173012448465,7.353742242805858,11.997339189537684,4.001582565456833,0.2550996971612073,269.33725488453837,269.2040574507816,259.81740738019874,269.2307692307692,china_ree_restriction
54,15.810106824117382,296.1538461538462,20.7126975409247,237.18221668655693,1.0130295909641813,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000810544501179,6.001757493354323,4.000810544501179,7.0798769354545605,11.997324682557794,4.001583072415668,0.1550882672835068,269.3372880595945,269.2039052789862,251.39654073896932,269.2307692307692,china_ree_restriction
55,15.810109047807874,296.1538461538462,20.696621220390085,263.6739739113991,1.0193422658775049,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000803647106626,6.001770734058121,4.000803647106626,6.834086030609915,11.99731071965183,4.0015835933350115,0.05507683740580635,269.3373221818238,269.20375881428544,243.83891158417873,269.2307692307692,china_ree_restriction
56,15.810111325379339,296.1538461538462,20.64255593626881,289.9211236522739,1.0254386358348155,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000796605653158,6.001784259351616,4.000796605653158,6.613491573105827,11.997297280414688,4.001584128134126,0.0,269.3373572437027,269.20361784263866,237.05602796010052,269.2307692307692,china_ree_restriction
57,15.810113657037336,296.1538461538462,20.552217553142945,315.33188124231964,1.0312959211636035,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000789416719741,6.001798074831385,4.000789416719741,6.41551063189777,11.997284345206543,4.001584676765451,0.0,269.33739323979694,269.2034821580329,230.96846937320885,269.2307692307692,china_ree_restriction
58,15.810116043125129,296.1538461538462,20.42761463255525,339.34115965842875,1.0368957662002445,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000782076863629,6.001812186277065,4.000782076863629,6.237825056633933,11.997271895124145,4.001585239215027,0.0,269.33743016690534,269.20335156218147,225.504956861025,269.2307692307692,china_ree_restriction
59,15.810118484107697,296.1538461538462,20.27098851299321,361.41513110631234,1.0422242581749912,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000774582612668,6.001826599646156,4.000774582612668,6.078354334532143,11.9972599119732,4.001585815501789,0.0,269.33746802408837,269.2032258642342,220.6015183898018,269.2307692307692,china_ree_restriction
60,15.810120980558086,296.1538461538462,20.084752925807077,381.0548555552831,1.0472718070079954,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.0007669304584565,6.001841321069987,4.0007669304584565,5.935231229744909,11.997248378241778,4.001586405676189,0.0,269.3375068126204,269.20310488049864,216.20073980872357,269.2307692307692,china_ree_restriction
61,15.810123533145761,296.1538461538462,19.871435528769503,397.798968892895,1.0520329081889237,177.6923076923077,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000759116850249,6.001856356850709,4.000759116850249,5.8067799199749395,11.99723727707472,4.001587009818414,0.0,269.33754653589733,269.2029884341718,212.25109259007587,269.2307692307692,china_ree_restriction
62,15.810126142626713,282.7084087014796,19.63362330213141,424.670897925606,1.0565058141400354,164.24687023994113,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000751138189483,6.001871713459178,4.000751138189483,5.691496374343722,11.99722659224901,4.001587628036431,0.0,269.3375871993163,269.20287635508134,208.7063304839238,269.2307692307692,china_ree_restriction
63,15.810128809835032,241.77650727519125,19.373913262335673,488.7753764668537,1.060692140401166,123.31496881365277,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000742990824839,6.001887397533607,4.000742990824839,5.588030742758453,11.997216308150062,4.00158826046398,0.1019846283639598,269.33762881014434,269.20276847943717,205.52494802275461,269.2307692307692,china_ree_restriction
64,15.810131535675755,240.06335518298133,19.094869454444076,550.5523647521941,1.0645964319804135,121.60181672144284,38.5,35.53846153846154,23.692307692307697,20.730769230769234,4.000734671047751,6.001903415878888,4.000734671047751,5.495171550575177,11.997206409748904,4.001588907258626,0.21033312036911544,269.3376713773833,269.20266464959195,202.66969453573807,269.2307692307692,china_ree_restriction
65,15.810134321118838,231.5248305176296,18.798986724465166,616.5258738636945,1.068225712758616,120.06428278933127,34.16605335561327,35.53846153846154,21.025263603454263,20.730769230769234,4.000726175088305,6.001919775466503,4.000726175088305,5.411831513494127,11.997196882580214,4.001589568599908,0.3503997574907336,269.33771491163833,269.20256471381106,200.1071379822188,269.2307692307692,china_ree_restriction
66,15.810137167194041,216.49312230211342,18.488661374041488,693.5459829875516,1.0715890374256678,118.68436409843159,25.71494555466018,35.53846153846154,15.824581879790879,20.730769230769234,4.0007174991114525,6.001936483434946,4.0007174991114525,5.337034806594476,11.997187712721185,4.001590244687631,0.5463048352346259,269.3377594249938,269.2024685260502,197.80727349738598,269.2307692307692,china_ree_restriction
67,15.810140074986638,214.8212001431748,18.16616847754301,768.3259585842193,1.0746970615379619,117.44590323995854,25.446612368657686,35.53846153846154,15.659453765327806,20.730769230769234,4.000708639213499,6.0019535470906,4.000708639213499,5.269905638442181,11.997178886771175,4.001590935740314,0.7484206193638772,269.33780493089824,269.20237594574274,195.74317206659757,269.2307692307692,china_ree_restriction
68,15.810131844539598,200.946404776217,17.83364540042959,850.424233276539,1.0775616413197162,116.3343991288215,25.205786477911328,27.723136390931106,15.511253217176202,16.17182956137686,4.000700299900432,6.001971611658409,4.000700299900432,5.209657996485634,11.997170391832121,4.001590933512186,1.0020772480954976,269.3378514440596,269.2022868375936,193.89066521470252,269.2307692307692,china_ree_restriction
69,15.810114387610378,192.22806201840163,17.49308151354389,936.0649407349031,1.0801953560061692,115.33683721104097,24.989648062392213,23.067367442208194,15.37824496147213,13.455964341288116,4.00069306475746,6.00199117708674,4.00069306475746,5.155586443668392,11.997162215489691,4.001589827670777,1.2881199940552581,269.33785129408943,269.20220107138204,192.22806201840163,269.2307692307692,china_ree_restriction
70,15.810100308949051,190.73589512815659,17.146311976870983,1017.8964335560687,1.0826113237112722,114.44153707689395,24.795666366660356,22.88830741537879,15.258871610252527,13.351512658970963,4.000686720105401,6.002011995378174,4.000686720105401,5.107057858496934,11.997154345795149,4.001588107691199,1.5797057076608028,269.33777686245617,269.20211852177096,190.73589512815659,269.2307692307692,china_ree_restriction
71,15.810088966426765,189.39669282582886,16.79501507319557,1095.668863334718,1.0848230346676202,113.63801569549732,24.62157006735775,22.727603139099465,15.15173542606631,13.257768497808021,4.0006810928804315,6.002033865990457,4.0006810928804315,5.063504021848239,11.997146771247882,4.001586100112056,1.87626616978911,269.3376610945999,269.2020390681241,189.39669282582886,269.2307692307692,china_ree_restriction
72,15.81007984005498,188.19477444908122,16.440713685169754,1169.1742076718474,1.0868439806617205,112.91686466944873,24.46532067838056,22.583372933889745,15.055581955926499,13.173634211435687,4.000676042908579,6.002056626812381,4.000676042908579,5.024414963716437,11.997139480778605,4.001584016979226,2.1772914104343104,269.3375259690807,269.2019625943296,188.19477444908122,269.2307692307692,china_ree_restriction
73,15.81006574959206,187.11606678717476,16.084779424576844,1238.2422431460777,1.0886874652422718,112.26964007230485,24.32508868233272,22.45392801446097,14.969285342973981,13.098124675102234,4.000671884174103,6.002080496712479,4.000671884174103,4.989332991995877,11.997132463733173,4.001581563189517,2.4823237374907534,269.3373857582171,269.2018889886302,187.11606678717476,269.2307692307692,china_ree_restriction
74,15.810052496478113,186.14793929834775,15.728439107210272,1302.7367471946195,1.0903663841716813,111.68876357900865,24.199232108785207,22.33775271580173,14.891835143867821,13.030355750884343,4.000668563713755,6.00210537315983,4.000668563713755,4.957847333383887,11.997125709857022,4.001578884334332,2.7909523776557665,269.3372205992944,269.20181814345995,186.14793929834775,269.2307692307692,china_ree_restriction
75,15.810042129419712,185.2790562193438,15.372782017856577,1362.5519485694963,1.0918932393075118,111.16743373160628,24.086277308514696,22.233486746321255,14.822324497547504,12.969533935354066,4.0006658989813255,6.002131051043305,4.0006658989813255,4.929589323653784,11.997119209280175,4.001576219204347,3.1028086667026664,269.3370402917339,269.20174995528726,185.2790562193438,269.2307692307692,china_ree_restriction
